MsgOut,BytesOut,MsgIn,BytesIn
0,0,10881,1304663,
0,0,85754,17375012,
25219,1893827,0,0,
78730,18162874,0,0,
0,0,11691,1321591,
0,0,87082,17670186,
24233,1362795,0,0,
81187,18889519,0,0,
0,0,10700,1148668,
0,0,89250,18000284,
22489,1325389,0,0,
83874,19039904,0,0,
0,0,7405,541167,
0,0,93148,18679760,
16898,979704,0,0,
90050,19434080,0,0,
0,0,6633,403457,
0,0,93950,18821818,
14208,784962,0,0,
92765,19630949,0,0,
0,0,3382,215258,
0,0,97202,19010092,
14069,764413,0,0,
92905,19651573,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,2,150,
0,0,0,0,
0,0,0,0,
3,121,0,0,
0,0,3,171,
0,0,4,300,
4,246,0,0,
4,196,0,0,
0,0,3,171,
0,0,7,525,
5,375,0,0,
6,292,0,0,
0,0,1,75,
0,0,11,761,
5,375,0,0,
8,442,0,0,
0,0,2,150,
0,0,13,911,
5,375,0,0,
11,667,0,0,
0,0,2,150,
0,0,18,1286,
7,515,0,0,
14,892,0,0,
0,0,243,155235,
0,0,63,19213,
226,102670,0,0,
29,3591,0,0,
0,0,564,280330,
0,0,252,171388,
637,171575,0,0,
224,95850,0,0,
0,0,953,418879,
0,0,718,381362,
1282,343970,0,0,
533,195111,0,0,
0,0,1529,581129,
0,0,1194,618214,
1841,427041,0,0,
967,386045,0,0,
0,0,2417,1046565,
0,0,1960,722876,
2540,588780,0,0,
2135,677435,0,0,
0,0,4145,1353385,
0,0,3369,1337107,
3185,1018451,0,0,
2996,904290,0,0,
0,0,4516,1882226,
0,0,5821,2076671,
4336,1425368,0,0,
4877,1284691,0,0,
0,0,7458,2670058,
0,0,7019,2593129,
6236,1244452,0,0,
6731,2098341,0,0,
0,0,8811,2844617,
0,0,9523,3628099,
9098,1602452,0,0,
8677,2582073,0,0,
0,0,9005,2510607,
0,0,13332,5124136,
8734,1821260,0,0,
12375,3311923,0,0,
0,0,9084,1492960,
0,0,16478,7091284,
10535,1767427,0,0,
15031,4308445,0,0,
0,0,7137,1237061,
0,0,20627,7812349,
11413,2235571,0,0,
18256,4581974,0,0,
0,0,9533,896643,
0,0,21552,8777124,
11136,2146150,0,0,
22198,5533628,0,0,
0,0,9510,1223996,
0,0,25150,9030456,
10376,2077712,0,0,
27552,6747024,0,0,
0,0,11193,1724357,
0,0,25947,9111721,
11358,2004088,0,0,
30387,7756459,0,0,
0,0,13103,2094635,
0,0,28092,9484810,
10735,2685785,0,0,
34312,8413322,0,0,
0,0,17851,2407315,
0,0,30968,10227274,
10145,2699269,0,0,
39083,9706513,0,0,
0,0,17162,1534098,
0,0,36547,11935115,
13273,2234559,0,0,
42008,11132380,0,0,
0,0,19688,2135940,
0,0,37542,12232978,
10261,1345783,0,0,
51478,12912490,0,0,
0,0,19423,2034359,
0,0,41976,13116784,
12106,1814746,0,0,
52765,13414233,0,0,
0,0,18061,2534405,
0,0,46325,13564275,
14017,2497269,0,0,
53375,13573371,0,0,
0,0,22461,2849179,
0,0,47024,14176482,
15627,2564757,0,0,
55590,14418252,0,0,
0,0,21821,3060983,
0,0,50774,14725656,
13460,2070074,0,0,
62120,15672284,0,0,
0,0,29807,2751951,
0,0,55593,16322605,
10565,2426671,0,0,
68966,16068502,0,0,
0,0,27830,2243030,
0,0,62834,17881568,
5410,1525968,0,0,
77843,17795405,0,0,
0,0,25473,2290931,
0,0,69272,18639368,
6470,1098206,0,0,
81269,19103347,0,0,
0,0,26652,2162374,
0,0,71609,19434527,
5538,901666,0,0,
85382,19885974,0,0,
0,0,27841,2302189,
0,0,73853,19706279,
6081,1100755,0,0,
88436,20222960,0,0,
0,0,27989,2204867,
0,0,76031,20257877,
5352,1092176,0,0,
90594,20559558,0,0,
0,0,27805,1635491,
0,0,78811,21188223,
4924,980522,0,0,
92424,20922664,0,0,
0,0,20431,1255607,
0,0,87314,21740190,
3324,513246,0,0,
94566,21496344,0,0,
0,0,16166,975132,
0,0,92048,22085788,
995,88971,0,0,
97110,21953740,0,0,
0,0,16288,848374,
0,0,92667,22242279,
823,72421,0,0,
97656,21989706,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
2,46,0,0,
0,0,2,96,
0,0,1,75,
0,0,0,0,
3,121,0,0,
0,0,3,161,
0,0,2,150,
1,75,0,0,
4,196,0,0,
0,0,2,96,
0,0,5,365,
2,150,0,0,
5,271,0,0,
0,0,1,21,
0,0,9,665,
3,225,0,0,
7,421,0,0,
0,0,1,21,
0,0,13,965,
6,396,0,0,
9,571,0,0,
0,0,7,6279,
0,0,14,1030,
23,16079,0,0,
10,646,0,0,
0,0,218,106180,
0,0,53,21543,
207,65771,0,0,
37,13829,0,0,
0,0,657,214549,
0,0,347,162313,
635,181765,0,0,
159,36115,0,0,
0,0,1306,572622,
0,0,861,340705,
1017,207391,0,0,
702,144670,0,0,
0,0,2270,1012144,
0,0,1535,560851,
1912,399598,0,0,
1238,250806,0,0,
0,0,3779,1821441,
0,0,2086,701160,
2744,532182,0,0,
1786,407864,0,0,
0,0,5521,2608129,
0,0,3188,1281470,
4982,949852,0,0,
3395,590533,0,0,
0,0,5617,2674865,
0,0,6885,2870303,
6262,1208612,0,0,
4359,820125,0,0,
0,0,6371,2830423,
0,0,9816,4279150,
7457,838193,0,0,
8049,1743797,0,0,
0,0,8159,2946445,
0,0,12755,5526061,
8317,780117,0,0,
17593,2941485,0,0,
0,0,8640,2385232,
0,0,16780,6826772,
5495,1336191,0,0,
24154,3485762,0,0,
0,0,6963,2346783,
0,0,22497,7577935,
6617,2020035,0,0,
25800,3837524,0,0,
0,0,6633,1885333,
0,0,27247,8683801,
7922,1949604,0,0,
28006,4901274,0,0,
0,0,8534,1540964,
0,0,30343,9713967,
8533,1246009,0,0,
31657,6399649,0,0,
0,0,7821,956859,
0,0,34249,10900345,
9434,1413324,0,0,
33587,6829339,0,0,
0,0,7616,818528,
0,0,37996,11609194,
9283,1280453,0,0,
37967,7695501,0,0,
0,0,6942,931828,
0,0,41190,12257398,
7625,1095117,0,0,
42774,8621156,0,0,
0,0,9483,1344321,
0,0,42710,12614158,
9144,1687526,0,0,
44138,8850108,0,0,
0,0,9926,1139968,
0,0,45842,13416452,
8398,1718842,0,0,
48982,9772458,0,0,
0,0,9675,1469223,
0,0,49487,13899909,
4992,1500022,0,0,
55034,10848218,0,0,
0,0,10885,1821369,
0,0,53817,14756555,
6164,1516126,0,0,
56190,11572998,0,0,
0,0,12528,2058264,
0,0,55931,15597287,
7322,1558970,0,0,
57657,11967189,0,0,
0,0,14200,2408776,
0,0,57104,16008198,
8490,1340766,0,0,
58800,12614568,0,0,
0,0,14790,1700926,
0,0,60762,17343864,
10513,1156295,0,0,
62487,13547459,0,0,
0,0,16470,1716356,
0,0,63572,18115054,
10634,1199244,0,0,
65674,14203990,0,0,
0,0,16314,1987490,
0,0,66802,18540682,
12640,1623428,0,0,
67519,14444529,0,0,
0,0,18636,2392338,
0,0,69207,18986291,
12106,1514278,0,0,
71782,15159370,0,0,
0,0,16577,2689841,
0,0,73422,19326858,
12465,1529547,0,0,
73714,15468246,0,0,
0,0,16346,2555360,
0,0,76306,19976276,
12710,1555646,0,0,
75420,15607456,0,0,
0,0,17120,2875426,
0,0,79281,20206875,
13481,948809,0,0,
76215,16357517,0,0,
0,0,13544,2328168,
0,0,84218,21089346,
14125,895101,0,0,
80537,16663573,0,0,
0,0,9000,1068218,
0,0,89374,22471272,
9975,629347,0,0,
89766,17231842,0,0,
0,0,6283,666461,
0,0,92369,22928821,
5839,326983,0,0,
96286,17664992,0,0,
0,0,5701,314371,
0,0,92972,23281704,
4812,245698,0,0,
97314,17746352,0,0,
0,0,3092,170458,
0,0,95796,23432432,
4733,238133,0,0,
97393,17753917,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,4,138,
0,0,0,0,
2,42,0,0,
2,46,0,0,
0,0,1,21,
0,0,5,213,
3,63,0,0,
3,111,0,0,
0,0,2,96,
0,0,5,213,
3,63,0,0,
4,186,0,0,
0,0,3,171,
0,0,5,213,
3,63,0,0,
5,261,0,0,
0,0,3,171,
0,0,9,513,
4,192,0,0,
8,432,0,0,
0,0,2,150,
0,0,12,684,
4,192,0,0,
10,582,0,0,
0,0,21,12801,
0,0,13,759,
29,19101,0,0,
11,657,0,0,
0,0,206,102676,
0,0,42,7952,
261,156157,0,0,
21,8097,0,0,
0,0,588,291480,
0,0,204,103018,
703,357681,0,0,
88,59994,0,0,
0,0,967,477013,
0,0,621,348951,
1363,590175,0,0,
560,245714,0,0,
0,0,1950,767808,
0,0,921,584701,
1743,387033,0,0,
1879,944515,0,0,
0,0,2173,565791,
0,0,2195,1235643,
2599,751649,0,0,
2336,1091418,0,0,
0,0,3057,625579,
0,0,2840,1486064,
3146,1186222,0,0,
3769,1459937,0,0,
0,0,3274,605250,
0,0,5316,1919310,
5140,1746992,0,0,
4546,1788170,0,0,
0,0,5447,950043,
0,0,5860,2018368,
5723,2397031,0,0,
6249,2195467,0,0,
0,0,4169,788883,
0,0,9493,2697313,
6391,3327899,0,0,
8131,2488337,0,0,
0,0,5039,465447,
0,0,11020,3466488,
7081,3623717,0,0,
9621,3202431,0,0,
0,0,5000,806360,
0,0,14160,3627310,
9594,2213948,0,0,
12993,5783785,0,0,
0,0,8023,962837,
0,0,16251,4076287,
12557,2657787,0,0,
14353,6457271,0,0,
0,0,7463,609413,
0,0,21856,4988202,
7934,2276288,0,0,
23490,8154476,0,0,
0,0,7467,803041,
0,0,24605,5223129,
7899,2046003,0,0,
27536,9621132,0,0,
0,0,10008,1221988,
0,0,25864,5543456,
8774,2614210,0,0,
29504,10221258,0,0,
0,0,5733,1326487,
0,0,32272,6116336,
9874,3371314,0,0,
31447,10705539,0,0,
0,0,7497,1749471,
0,0,33389,6511573,
10195,2181131,0,0,
33870,12799366,0,0,
0,0,10785,1678407,
0,0,35123,7413637,
11772,2644914,0,0,
35207,13392507,0,0,
0,0,12856,1651062,
0,0,36050,7935234,
11292,2502752,0,0,
38483,14409537,0,0,
0,0,13497,1921579,
0,0,38416,8179728,
13151,1640019,0,0,
41580,16297910,0,0,
0,0,15520,1892756,
0,0,42667,8698337,
12687,1826113,0,0,
46925,17198117,0,0,
0,0,14355,1134337,
0,0,50300,10084314,
14009,2044247,0,0,
49597,17949235,0,0,
0,0,16780,1488568,
0,0,50606,10128272,
14489,2349511,0,0,
52328,18974472,0,0,
0,0,17769,1921091,
0,0,54566,10323074,
16576,2816402,0,0,
53272,19697280,0,0,
0,0,16439,1743215,
0,0,59156,11048106,
19985,2780995,0,0,
56627,20512289,0,0,
0,0,22962,1920862,
0,0,62477,11687403,
20198,3021250,0,0,
58856,20661408,0,0,
0,0,25487,2231601,
0,0,68846,12252120,
20039,2982497,0,0,
61372,21074376,0,0,
0,0,25325,1738301,
0,0,74416,13299932,
22295,3236011,0,0,
61772,21160042,0,0,
0,0,27489,1851367,
0,0,74980,13474726,
20774,3360658,0,0,
65234,21354596,0,0,
0,0,22806,1413582,
0,0,85393,14313525,
18842,1461498,0,0,
69312,23491456,0,0,
0,0,20702,1197082,
0,0,88065,14618419,
16786,1115712,0,0,
72443,24030607,0,0,
0,0,12315,682009,
0,0,96639,15159305,
13379,911073,0,0,
76414,24293996,0,0,
0,0,3944,212488,
0,0,105054,15630338,
13018,818702,0,0,
76775,24386367,0,0,
0,0,3849,200367,
0,0,105153,15642673,
12477,671353,0,0,
77318,24533866,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,2,96,
0,0,1,75,
1,21,0,0,
3,121,0,0,
0,0,2,86,
0,0,3,171,
1,21,0,0,
4,196,0,0,
0,0,3,161,
0,0,4,246,
2,96,0,0,
5,271,0,0,
0,0,5,311,
0,0,5,321,
2,150,0,0,
7,367,0,0,
0,0,3,225,
0,0,14,932,
6,450,0,0,
11,667,0,0,
0,0,62,33484,
0,0,20,3318,
62,34594,0,0,
16,1042,0,0,
0,0,437,222173,
0,0,111,27319,
364,149088,0,0,
104,44920,0,0,
0,0,1013,507951,
0,0,353,96627,
697,197931,0,0,
399,156325,0,0,
0,0,1394,562402,
0,0,1233,476593,
2036,434414,0,0,
635,221245,0,0,
0,0,2816,922664,
0,0,2004,799304,
2988,770534,0,0,
1029,285939,0,0,
0,0,3537,1346689,
0,0,3491,1217595,
4386,870406,0,0,
1603,554265,0,0,
0,0,4767,2115201,
0,0,4684,1549186,
5458,1021638,0,0,
4201,894203,0,0,
0,0,4479,1411167,
0,0,7589,3082015,
6593,1354161,0,0,
9535,1409529,0,0,
0,0,6101,1172147,
0,0,10198,3942836,
6692,1660872,0,0,
13324,2156436,0,0,
0,0,5169,1042065,
0,0,13847,4836477,
6936,1565982,0,0,
16456,3311024,0,0,
0,0,5281,1035291,
0,0,16003,5338655,
10490,2797380,0,0,
16795,3506687,0,0,
0,0,7604,1265326,
0,0,16436,5739198,
11469,2883207,0,0,
20208,4902066,0,0,
0,0,8803,675311,
0,0,18455,6866413,
11108,3167400,0,0,
23385,5801749,0,0,
0,0,7038,973562,
0,0,26270,7421302,
10062,3649508,0,0,
27510,6607370,0,0,
0,0,8642,1130422,
0,0,28995,8197053,
8692,3817198,0,0,
31723,7680107,0,0,
0,0,7784,1805458,
0,0,31841,8456189,
10159,4359067,0,0,
33576,8490782,0,0,
0,0,10383,2143259,
0,0,33135,9149323,
12066,4895774,0,0,
35049,9410459,0,0,
0,0,15221,2416787,
0,0,36971,10128663,
8032,3059884,0,0,
42004,12603866,0,0,
0,0,19436,2371160,
0,0,39127,11298517,
10831,3154667,0,0,
43609,13435131,0,0,
0,0,17256,2189584,
0,0,47497,12789093,
9381,2602681,0,0,
49205,14685089,0,0,
0,0,20571,2939019,
0,0,50930,13229568,
10249,2072153,0,0,
52532,15939304,0,0,
0,0,18141,2820945,
0,0,59132,14660780,
14715,2391755,0,0,
53592,16433078,0,0,
0,0,16622,2354352,
0,0,66207,16267915,
16585,2319309,0,0,
61011,17429751,0,0,
0,0,17833,2758571,
0,0,68647,16835805,
11482,1553088,0,0,
71680,19269272,0,0,
0,0,17055,1654457,
0,0,74403,18572855,
11971,1499023,0,0,
78425,20198715,0,0,
0,0,16845,1564061,
0,0,77906,19000236,
12030,1640014,0,0,
80931,20722757,0,0,
0,0,17692,1593428,
0,0,79237,19191189,
12899,1794811,0,0,
82323,21287011,0,0,
0,0,16108,1481762,
0,0,84009,19593469,
9899,1418915,0,0,
87156,22242496,0,0,
0,0,16633,1542149,
0,0,86637,19879137,
11592,1708294,0,0,
88638,22567464,0,0,
0,0,16256,1377550,
0,0,89090,20299240,
13090,1746244,0,0,
89817,23013739,0,0,
0,0,12169,720883,
0,0,93982,21092252,
12401,1358721,0,0,
91721,23700257,0,0,
0,0,11619,705255,
0,0,96147,21234575,
9542,998294,0,0,
97164,24304660,0,0,
0,0,10423,551441,
0,0,98750,21455992,
9364,753820,0,0,
99666,24665450,0,0,
0,0,9689,490033,
0,0,99627,21522669,
6932,474044,0,0,
102100,24945320,0,0,
0,0,7654,381072,
0,0,101663,21631705,
3212,268034,0,0,
105843,25152057,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,0,0,
0,0,3,171,
1,21,0,0,
3,121,0,0,
0,0,0,0,
0,0,4,246,
1,21,0,0,
4,196,0,0,
0,0,0,0,
0,0,8,546,
2,150,0,0,
7,367,0,0,
0,0,1,75,
0,0,10,696,
3,225,0,0,
9,517,0,0,
0,0,2,150,
0,0,15,1071,
4,300,0,0,
14,892,0,0,
0,0,83,46425,
0,0,29,5709,
87,39649,0,0,
28,5470,0,0,
0,0,337,138565,
0,0,135,50171,
399,181117,0,0,
110,36960,0,0,
0,0,877,298837,
0,0,263,119781,
934,446684,0,0,
225,68823,0,0,
0,0,1424,468074,
0,0,772,305560,
1592,747404,0,0,
524,142856,0,0,
0,0,2599,871713,
0,0,1386,363324,
2546,793244,0,0,
853,408641,0,0,
0,0,3106,952508,
0,0,2907,957583,
3806,974220,0,0,
2063,688537,0,0,
0,0,3415,1182149,
0,0,4612,1232292,
4752,1198442,0,0,
2835,929591,0,0,
0,0,4441,1194401,
0,0,5397,1873411,
5265,1128739,0,0,
5815,1799873,0,0,
0,0,6073,1961859,
0,0,7173,1978095,
6767,1758381,0,0,
7967,2192247,0,0,
0,0,6851,1888327,
0,0,9466,2870654,
7667,1532835,0,0,
12185,3482227,0,0,
0,0,7232,1489894,
0,0,12597,3779269,
8629,2127439,0,0,
15160,4010854,0,0,
0,0,7233,1733633,
0,0,16734,4253610,
8578,2012426,0,0,
18676,5009464,0,0,
0,0,9104,2214372,
0,0,19605,4902117,
8654,1564344,0,0,
22429,6222579,0,0,
0,0,12137,2708195,
0,0,21287,5551755,
10375,1129761,0,0,
23597,7185693,0,0,
0,0,14784,3722162,
0,0,25681,6153587,
11440,1657726,0,0,
24920,7288648,0,0,
0,0,10399,1906371,
0,0,34752,9037734,
10661,1724039,0,0,
29476,7915008,0,0,
0,0,10121,2745487,
0,0,38839,9385795,
12150,2061748,0,0,
31046,8239576,0,0,
0,0,11986,3227984,
0,0,39431,9777119,
10278,2648472,0,0,
36841,8530853,0,0,
0,0,11152,1777972,
0,0,44495,12048179,
11835,1709375,0,0,
43939,10478441,0,0,
0,0,14107,2042783,
0,0,47257,12581737,
10678,1681938,0,0,
52855,11727779,0,0,
0,0,10813,1550693,
0,0,54004,13509462,
9056,1714554,0,0,
57552,12820564,0,0,
0,0,10901,1016835,
0,0,58350,14725518,
8077,1737137,0,0,
61405,13696911,0,0,
0,0,13946,1540764,
0,0,58874,14778002,
8890,1990452,0,0,
63623,14157967,0,0,
0,0,18237,2022989,
0,0,61810,15220498,
10140,2110162,0,0,
65585,14897979,0,0,
0,0,15397,1788689,
0,0,67751,16244361,
12056,2793288,0,0,
67007,15226151,0,0,
0,0,16484,1579682,
0,0,70167,16974167,
9082,1771106,0,0,
72701,17059109,0,0,
0,0,16196,1126416,
0,0,74699,17999651,
10672,1571526,0,0,
74768,17746252,0,0,
0,0,14821,1249297,
0,0,78929,18369801,
12776,1821036,0,0,
77431,17946753,0,0,
0,0,14155,1078615,
0,0,81603,18850109,
11430,1593196,0,0,
81166,18544234,0,0,
0,0,15094,1307064,
0,0,82764,18942718,
11842,1557090,0,0,
83528,18856894,0,0,
0,0,14978,1240530,
0,0,83714,19217796,
11267,1582051,0,0,
86648,19128426,0,0,
0,0,15020,1043402,
0,0,85929,19573037,
7297,747783,0,0,
91721,20113009,0,0,
0,0,11622,779860,
0,0,90613,19897765,
5640,320778,0,0,
93414,20550620,0,0,
0,0,9862,506716,
0,0,93076,20195510,
5476,285948,0,0,
93752,20591004,0,0,
0,0,7503,372941,
0,0,95458,20330012,
2357,122995,0,0,
96891,20754549,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,3,171,
0,0,1,75,
2,96,0,0,
3,121,0,0,
0,0,3,171,
0,0,4,300,
2,96,0,0,
6,346,0,0,
0,0,3,171,
0,0,7,525,
3,225,0,0,
8,442,0,0,
0,0,4,246,
0,0,9,675,
3,225,0,0,
11,667,0,0,
0,0,4,246,
0,0,14,1050,
5,375,0,0,
14,892,0,0,
0,0,138,85824,
0,0,33,10905,
136,58690,0,0,
23,8343,0,0,
0,0,609,293333,
0,0,139,49511,
545,163729,0,0,
104,48838,0,0,
0,0,1230,498286,
0,0,411,187195,
1115,274631,0,0,
451,170719,0,0,
0,0,1878,798160,
0,0,1085,424065,
1603,427079,0,0,
954,249520,0,0,
0,0,2539,765691,
0,0,2165,1042353,
2618,594186,0,0,
1521,441423,0,0,
0,0,4079,1136155,
0,0,3541,1464569,
3323,602497,0,0,
2861,901993,0,0,
0,0,4727,1560787,
0,0,5215,1935179,
5207,1313863,0,0,
3609,953111,0,0,
0,0,6640,1184594,
0,0,7103,3034583,
5895,1200199,0,0,
5652,1677992,0,0,
0,0,7162,1320548,
0,0,10439,3453345,
6040,1040832,0,0,
11683,2910841,0,0,
0,0,8543,1358339,
0,0,12878,3962638,
6370,896358,0,0,
15284,3570068,0,0,
0,0,8700,1573548,
0,0,16621,4451911,
7873,1258133,0,0,
17051,3970527,0,0,
0,0,9162,1795106,
0,0,21722,5361276,
8804,1653756,0,0,
20095,4542537,0,0,
0,0,7690,1705970,
0,0,26462,6529002,
9096,1635288,0,0,
24644,5432326,0,0,
0,0,9153,1878595,
0,0,29228,7432064,
8732,1532624,0,0,
28726,6418124,0,0,
0,0,11363,2744867,
0,0,31286,7818256,
6372,1930284,0,0,
34117,7095571,0,0,
0,0,11504,3192162,
0,0,34355,8330047,
8181,1133271,0,0,
37974,8908510,0,0,
0,0,9614,2503082,
0,0,40918,9785190,
6732,1212318,0,0,
44655,9627917,0,0,
0,0,8930,1722954,
0,0,46346,11250218,
7121,1649011,0,0,
48522,10321898,0,0,
0,0,12218,1545378,
0,0,49450,12164348,
8391,1689131,0,0,
52027,11567097,0,0,
0,0,12988,1588524,
0,0,53592,12921750,
10227,2152367,0,0,
53230,12143686,0,0,
0,0,12525,1883115,
0,0,58012,13521168,
11752,2641208,0,0,
54954,12539086,0,0,
0,0,14474,1778600,
0,0,59862,14418436,
12743,2475831,0,0,
57313,13528769,0,0,
0,0,20647,2530675,
0,0,61169,14679321,
14166,2347080,0,0,
61207,14425895,0,0,
0,0,22723,3285513,
0,0,63440,14847750,
14366,2073330,0,0,
64276,15234660,0,0,
0,0,17342,3035030,
0,0,73472,16211232,
12242,1258968,0,0,
70334,16841358,0,0,
0,0,18986,3444788,
0,0,75397,16539839,
14332,1488136,0,0,
71086,17103300,0,0,
0,0,20059,2705711,
0,0,78187,17784577,
10668,1094248,0,0,
77955,17883775,0,0,
0,0,18362,2501404,
0,0,82763,18414139,
12244,1368052,0,0,
79921,18026349,0,0,
0,0,18091,2479091,
0,0,85872,19026790,
13254,1076792,0,0,
82516,18753830,0,0,
0,0,17168,2401928,
0,0,88434,19426226,
14054,1361226,0,0,
83296,18823336,0,0,
0,0,12281,1713877,
0,0,94068,20255586,
13383,1346893,0,0,
84959,19030229,0,0,
0,0,8389,999293,
0,0,98404,21025680,
10597,993601,0,0,
90097,19552297,0,0,
0,0,3705,204361,
0,0,103628,21844854,
6853,598411,0,0,
93962,19961436,0,0,
0,0,3463,192655,
0,0,104121,21864509,
3321,371653,0,0,
97496,20188344,0,0,
0,0,2424,142960,
0,0,105161,21914279,
3286,336116,0,0,
97532,20223956,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,1,75,
0,0,0,0,
0,0,0,0,
2,46,0,0,
0,0,1,75,
0,0,2,150,
1,75,0,0,
3,121,0,0,
0,0,3,171,
0,0,2,150,
1,75,0,0,
4,196,0,0,
0,0,1,75,
0,0,7,471,
2,150,0,0,
6,346,0,0,
0,0,2,150,
0,0,8,546,
3,215,0,0,
7,421,0,0,
0,0,3,225,
0,0,8,546,
2,140,0,0,
9,571,0,0,
0,0,110,58724,
0,0,14,4868,
177,124525,0,0,
13,2751,0,0,
0,0,291,95943,
0,0,195,118677,
457,220669,0,0,
270,189792,0,0,
0,0,1036,241274,
0,0,379,203443,
1033,553609,0,0,
471,282257,0,0,
0,0,1805,534219,
0,0,918,276390,
1525,608903,0,0,
1125,674629,0,0,
0,0,2579,679359,
0,0,1748,621142,
2419,992939,0,0,
1772,955678,0,0,
0,0,3329,994025,
0,0,2965,822807,
3790,1698968,0,0,
2083,1039287,0,0,
0,0,3893,1006761,
0,0,5377,1495395,
4623,1440909,0,0,
4342,2198624,0,0,
0,0,4860,1370786,
0,0,8183,1721391,
6459,1521373,0,0,
6499,3004567,0,0,
0,0,4969,945471,
0,0,11000,2552862,
7363,2032919,0,0,
8441,3341973,0,0,
0,0,5676,517784,
0,0,14445,3424949,
8726,2447626,0,0,
11020,3930010,0,0,
0,0,7158,864038,
0,0,18673,3856719,
7448,1917528,0,0,
15452,5199338,0,0,
0,0,6014,1443144,
0,0,22247,4165257,
6991,2099743,0,0,
18757,6083745,0,0,
0,0,7029,1149535,
0,0,25960,5341736,
7274,2053598,0,0,
23370,7327224,0,0,
0,0,7624,1742178,
0,0,28644,5641510,
9007,2516697,0,0,
24107,7953865,0,0,
0,0,7616,1994728,
0,0,31541,6520585,
11052,2993574,0,0,
24770,8399870,0,0,
0,0,7485,2323599,
0,0,35152,7177088,
12556,2526868,0,0,
28692,10058996,0,0,
0,0,6621,1719969,
0,0,39705,8591547,
12927,2989743,0,0,
31150,10577790,0,0,
0,0,7357,1580339,
0,0,42599,9577709,
16137,3860177,0,0,
33299,10865593,0,0,
0,0,13039,2708855,
0,0,43235,9717029,
15624,3751714,0,0,
36818,11881692,0,0,
0,0,17703,2842765,
0,0,45203,10571865,
17691,4067271,0,0,
43177,12663121,0,0,
0,0,19941,3411143,
0,0,47875,10701807,
14148,4643142,0,0,
50383,13107659,0,0,
0,0,24380,3194022,
0,0,49081,11617369,
14424,3073690,0,0,
53859,15889201,0,0,
0,0,25166,2592364,
0,0,54617,13051257,
15765,2419775,0,0,
56092,17569014,0,0,
0,0,24850,3246642,
0,0,59434,13467292,
11508,2271598,0,0,
63159,18736553,0,0,
0,0,21914,3035912,
0,0,67126,14775252,
13010,1594370,0,0,
68374,20337716,0,0,
0,0,22739,3248007,
0,0,71164,15436240,
12247,1622495,0,0,
72365,20726387,0,0,
0,0,18875,3086357,
0,0,79082,16370966,
12743,1456383,0,0,
73475,21161197,0,0,
0,0,16514,2887076,
0,0,83835,17242517,
13523,1512563,0,0,
76019,21488267,0,0,
0,0,15871,2927319,
0,0,85925,17638357,
13824,1785178,0,0,
77355,21579503,0,0,
0,0,15163,2656921,
0,0,87769,18229255,
14598,1877762,0,0,
77584,21755246,0,0,
0,0,12944,2448970,
0,0,90762,18615834,
9982,1533358,0,0,
82737,22247597,0,0,
0,0,11825,1868125,
0,0,92153,19280103,
9902,1559854,0,0,
83586,22322584,0,0,
0,0,8142,1527268,
0,0,95999,19625965,
5905,1262245,0,0,
87586,22622354,0,0,
0,0,4758,1223236,
0,0,99387,19930297,
6868,324700,0,0,
89256,23666648,0,0,
0,0,0,0,
0,0,0,0,
1,21,0,0,
0,0,0,0,
0,0,6,140,
0,0,0,0,
1,21,0,0,
4,88,0,0,
0,0,8,226,
0,0,3,63,
2,42,0,0,
6,134,0,0,
0,0,11,343,
0,0,3,63,
1,21,0,0,
9,221,0,0,
0,0,10,376,
0,0,6,170,
2,86,0,0,
10,286,0,0,
0,0,12,516,
0,0,8,266,
5,247,0,0,
11,361,0,0,
0,0,4,246,
0,0,21,911,
10,568,0,0,
12,436,0,0,
0,0,4,246,
0,0,22,976,
7,451,0,0,
16,628,0,0,
0,0,4,246,
0,0,24,1126,
6,376,0,0,
19,853,0,0,
0,0,0,0,
0,0,29,1447,
6,376,0,0,
20,928,0,0,
0,0,1,65,
0,0,29,1447,
4,290,0,0,
23,1089,0,0,
0,0,55,36167,
0,0,31,2555,
48,27984,0,0,
24,1164,0,0,
0,0,361,166447,
0,0,80,38644,
429,203369,0,0,
43,13031,0,0,
0,0,914,321336,
0,0,288,122670,
1001,428721,0,0,
221,86657,0,0,
0,0,1477,556289,
0,0,836,264788,
1864,638234,0,0,
610,212666,0,0,
0,0,2462,620836,
0,0,1630,624278,
2953,643505,0,0,
